        Kinetis series,        Kinetis family,        Kinetis subfamily,        Kinetis product,        Full part name,        Qualification status,        Family identifier,        Key attribute,        Flash memory type,        Program flash size identifier,        Program flash size in KB,        Silicon revision,        Temperature range identifier,        Temperature range min. value,        Temperature range max. value,        Package identifier,        Pin count,        Package name,        Max CPU frequency identifier,        Max CPU frequency value in MHz,        Packaging type,        IO map file name,        Code Warrior Mcu comp. name,        P&E Mirco device ID,        Hw board names,        Core,        CPU Frequency MHz,        SRAM [KB],        Total Flash Memory [KB],        Program Flash [KB],        FlexNVM [KB],        FlexRAM [KB],        Programming Acceleration RAM [KB],        Program Flash Base Address,        Program Flash Block Count,        Program Flash Block Size [KB],        Program Flash Write Unit Size [B],        Program Flash Sector Size [B],        Program Flash Read 1s/Program Section Unit Size [B],        Program Flash Configuration Field Base Address,        Program Flash Configuration Field Size,        FlexNVM Base Address,        FlexNVM Block Count,        FlexNVM Block Size [KB],        FlexNVM Write Unit Size,        FlexNVM Sector Size [B],        FlexNVM Read 1s/Program Section Unit Size [B],        FlexRAM Base Address,        SRAM Lower [B],        SRAM Lower Base Address,        SRAM Upper [B],        SRAM Upper Base Address
K,K2x,K20,K20_100,MK20DX256ZVMB10,M,K20,D,X,256,256,Z,V,-40,105,MB,81,MAPBGA,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256ZVMC10,M,K20,D,X,256,256,Z,V,-40,105,MC,121,MAPBGA,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_100,MK20DX256ZVMD10,M,K20,D,X,256,256,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK20DZ10,MK20DX256Zxxx10,K20DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K20,K20_50,MK20DX32VFM5,M,K20,D,X,32,32,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DX32xxx5,K20DX32M5,,Cortex-M4,50,8,64,32,32,2,1,0x00000000,1,32,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DX32VFT5,M,K20,D,X,32,32,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DX32xxx5,K20DX32M5,,Cortex-M4,50,8,64,32,32,2,1,0x00000000,1,32,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DX32VLF5,M,K20,D,X,32,32,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DX32xxx5,K20DX32M5,,Cortex-M4,50,8,64,32,32,2,1,0x00000000,1,32,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DX32VLH5,M,K20,D,X,32,32,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DX32xxx5,K20DX32M5,,Cortex-M4,50,8,64,32,32,2,1,0x00000000,1,32,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DX32VMP5,M,K20,D,X,32,32,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DX32xxx5,K20DX32M5,,Cortex-M4,50,8,64,32,32,2,1,0x00000000,1,32,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,4096,0x1FFFF000,4096,0x20000000
K,K2x,K20,K20_50,MK20DX64VFM5,M,K20,D,X,64,64,,V,-40,105,FM,32,QFN,5,50,,MK20D5,MK20DX64xxx5,K20DX64M5,,Cortex-M4,50,16,96,64,32,2,1,0x00000000,1,64,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX64VFT5,M,K20,D,X,64,64,,V,-40,105,FT,48,QFN,5,50,,MK20D5,MK20DX64xxx5,K20DX64M5,,Cortex-M4,50,16,96,64,32,2,1,0x00000000,1,64,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX64VLF5,M,K20,D,X,64,64,,V,-40,105,LF,48,LQFP,5,50,,MK20D5,MK20DX64xxx5,K20DX64M5,,Cortex-M4,50,16,96,64,32,2,1,0x00000000,1,64,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX64VLH5,M,K20,D,X,64,64,,V,-40,105,LH,64,LQFP,5,50,,MK20D5,MK20DX64xxx5,K20DX64M5,,Cortex-M4,50,16,96,64,32,2,1,0x00000000,1,64,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_72,MK20DX64VLH7,M,K20,D,X,64,64,,V,-40,105,LH,64,LQFP,7,72,,MK20D7,MK20DX64xxx7,K20DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_72,MK20DX64VLK7,M,K20,D,X,64,64,,V,-40,105,LK,80,LQFP,7,72,,MK20D7,MK20DX64xxx7,K20DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_72,MK20DX64VMB7,M,K20,D,X,64,64,,V,-40,105,MB,81,MAPBGA,7,72,,MK20D7,MK20DX64xxx7,K20DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_72,MK20DX64VMC7,M,K20,D,X,64,64,,V,-40,105,MC,121,MAPBGA,7,72,,MK20D7,MK20DX64xxx7,K20DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_50,MK20DX64VMP5,M,K20,D,X,64,64,,V,-40,105,MP,64,MAPBGA,5,50,,MK20D5,MK20DX64xxx5,K20DX64M5,,Cortex-M4,50,16,96,64,32,2,1,0x00000000,1,64,4,1024,4,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K2x,K20,K20_120,MK20FN1M0VLQ12,M,K20,F,N,1M0,1024,,V,-40,105,LQ,144,LQFP,12,120,,MK20F12,MK20FN1M0xxx12,K20FN1M0M12,,Cortex-M4F,120,128,1024,1024,,16,4,0x00000000,4,256,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_120,MK20FN1M0VMD12,M,K20,F,N,1M0,1024,,V,-40,105,MD,144,MAPBGA,12,120,,MK20F12,MK20FN1M0xxx12,K20FN1M0M12,,Cortex-M4F,120,128,1024,1024,,16,4,0x00000000,4,256,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_120,MK20FX512VLQ12,M,K20,F,X,512,512,,V,-40,105,LQ,144,LQFP,12,120,,MK20F12,MK20FX512xxx12,K20FX512M12,,Cortex-M4F,120,128,1024,512,512,16,4,0x00000000,2,256,8,4096,16,0x400,16,0x10000000,2,256,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K20,K20_120,MK20FX512VMD12,M,K20,F,X,512,512,,V,-40,105,MD,144,MAPBGA,12,120,,MK20F12,MK20FX512xxx12,K20FX512M12,,Cortex-M4F,120,128,1024,512,512,16,4,0x00000000,2,256,8,4096,16,0x400,16,0x10000000,2,256,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_50,MK21DN512AVLK5,M,K21,D,N,512,512,A,V,-40,105,LK,80,LQFP,5,50,,MK21DA5,MK21DN512Axxx5,K21DN512AM5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K21,K21_50,MK21DN512AVMC5,M,K21,D,N,512,512,A,V,-40,105,MC,121,MAPBGA,5,50,,MK21DA5,MK21DN512Axxx5,K21DN512AM5,TWR-K21D50M,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K21,K21_50,MK21DN512VLK5,M,K21,D,N,512,512,,V,-40,105,LK,80,LQFP,5,50,,MK21D5,MK21DN512xxx5,K21DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K21,K21_50,MK21DN512VMC5,M,K21,D,N,512,512,,V,-40,105,MC,121,MAPBGA,5,50,,MK21D5,MK21DN512xxx5,K21DN512M5,TWR-K21D50M,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K21,K21_50,MK21DX128AVLK5,M,K21,D,X,128,128,A,V,-40,105,LK,80,LQFP,5,50,,MK21DA5,MK21DX128Axxx5,K21DX128AM5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX128AVMC5,M,K21,D,X,128,128,A,V,-40,105,MC,121,MAPBGA,5,50,,MK21DA5,MK21DX128Axxx5,K21DX128AM5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX128VLK5,M,K21,D,X,128,128,,V,-40,105,LK,80,LQFP,5,50,,MK21D5,MK21DX128xxx5,K21DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX128VMC5,M,K21,D,X,128,128,,V,-40,105,MC,121,MAPBGA,5,50,,MK21D5,MK21DX128xxx5,K21DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX256AVLK5,M,K21,D,X,256,256,A,V,-40,105,LK,80,LQFP,5,50,,MK21DA5,MK21DX256Axxx5,K21DX256AM5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX256AVMC5,M,K21,D,X,256,256,A,V,-40,105,MC,121,MAPBGA,5,50,,MK21DA5,MK21DX256Axxx5,K21DX256AM5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX256VLK5,M,K21,D,X,256,256,,V,-40,105,LK,80,LQFP,5,50,,MK21D5,MK21DX256xxx5,K21DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_50,MK21DX256VMC5,M,K21,D,X,256,256,,V,-40,105,MC,121,MAPBGA,5,50,,MK21D5,MK21DX256xxx5,K21DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K21,K21_120,MK21FN1M0AVLQ12,M,K21,F,N,1M0,1024,A,V,-40,105,LQ,144,LQFP,12,120,,MK21FA12,MK21FN1M0Axxx12,K21FN1M0AM12,TWR-K21F120M,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FN1M0AVMC12,M,K21,F,N,1M0,1024,A,V,-40,105,MC,121,MAPBGA,12,120,,MK21FA12,MK21FN1M0Axxx12,K21FN1M0AM12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FN1M0AVMD12,M,K21,F,N,1M0,1024,A,V,-40,105,MD,144,MAPBGA,12,120,,MK21FA12,MK21FN1M0Axxx12,K21FN1M0AM12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FN1M0VLQ12,M,K21,F,N,1M0,1024,,V,-40,105,LQ,144,LQFP,12,120,,MK21F12,MK21FN1M0xxx12,K21FN1M0M12,TWR-K21F120M,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FN1M0VMC12,M,K21,F,N,1M0,1024,,V,-40,105,MC,121,MAPBGA,12,120,,MK21F12,MK21FN1M0xxx12,K21FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FN1M0VMD12,M,K21,F,N,1M0,1024,,V,-40,105,MD,144,MAPBGA,12,120,,MK21F12,MK21FN1M0xxx12,K21FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512AVLQ12,M,K21,F,X,512,512,A,V,-40,105,LQ,144,LQFP,12,120,,MK21FA12,MK21FX512Axxx12,K21FX512AM12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512AVMC12,M,K21,F,X,512,512,A,V,-40,105,MC,121,MAPBGA,12,120,,MK21FA12,MK21FX512Axxx12,K21FX512AM12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512AVMD12,M,K21,F,X,512,512,A,V,-40,105,MD,144,MAPBGA,12,120,,MK21FA12,MK21FX512Axxx12,K21FX512AM12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512VLQ12,M,K21,F,X,512,512,,V,-40,105,LQ,144,LQFP,12,120,,MK21F12,MK21FX512xxx12,K21FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512VMC12,M,K21,F,X,512,512,,V,-40,105,MC,121,MAPBGA,12,120,,MK21F12,MK21FX512xxx12,K21FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K21,K21_120,MK21FX512VMD12,M,K21,F,X,512,512,,V,-40,105,MD,144,MAPBGA,12,120,,MK21F12,MK21FX512xxx12,K21FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_50,MK22DN512VLH5,M,K22,D,N,512,512,,V,-40,105,LH,64,LQFP,5,50,,MK22D5,MK22DN512xxx5,K22DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K22,K22_50,MK22DN512VLK5,M,K22,D,N,512,512,,V,-40,105,LK,80,LQFP,5,50,,MK22D5,MK22DN512xxx5,K22DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K22,K22_50,MK22DN512VMC5,M,K22,D,N,512,512,,V,-40,105,MC,121,MAPBGA,5,50,,MK22D5,MK22DN512xxx5,K22DN512M5,,Cortex-M4,50,64,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K2x,K22,K22_50,MK22DX128VLF5,M,K22,D,X,128,128,,V,-40,105,LF,48,LQFP,5,50,,MK22D5,MK22DX128xxx5,K22DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX128VLH5,M,K22,D,X,128,128,,V,-40,105,LH,64,LQFP,5,50,,MK22D5,MK22DX128xxx5,K22DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX128VLK5,M,K22,D,X,128,128,,V,-40,105,LK,80,LQFP,5,50,,MK22D5,MK22DX128xxx5,K22DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX128VMC5,M,K22,D,X,128,128,,V,-40,105,MC,121,MAPBGA,5,50,,MK22D5,MK22DX128xxx5,K22DX128M5,,Cortex-M4,50,32,192,128,64,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX256VLF5,M,K22,D,X,256,256,,V,-40,105,LF,48,LQFP,5,50,,MK22D5,MK22DX256xxx5,K22DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX256VLH5,M,K22,D,X,256,256,,V,-40,105,LH,64,LQFP,5,50,,MK22D5,MK22DX256xxx5,K22DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX256VLK5,M,K22,D,X,256,256,,V,-40,105,LK,80,LQFP,5,50,,MK22D5,MK22DX256xxx5,K22DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_50,MK22DX256VMC5,M,K22,D,X,256,256,,V,-40,105,MC,121,MAPBGA,5,50,,MK22D5,MK22DX256xxx5,K22DX256M5,,Cortex-M4,50,32,320,256,64,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,64,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K2x,K22,K22_100,MK22FN128VDC10,M,K22,F,N,128,128,,V,-40,105,DC,121,XFBGA,10,100,,MK22F12810,MK22FN128xxx10,K22FN128M10,,Cortex-M4F,100,24,128,128,,,,0x00000000,1,128,4,2048,8,0x400,16,,,,,,,,8192,0x1FFFE000,16384,0x20000000
K,K2x,K22,K22_100,MK22FN128VLH10,M,K22,F,N,128,128,,V,-40,105,LH,64,LQFP,10,100,,MK22F12810,MK22FN128xxx10,K22FN128M10,,Cortex-M4F,100,24,128,128,,,,0x00000000,1,128,4,2048,8,0x400,16,,,,,,,,8192,0x1FFFE000,16384,0x20000000
K,K2x,K22,K22_100,MK22FN128VLL10,M,K22,F,N,128,128,,V,-40,105,LL,100,LQFP,10,100,,MK22F12810,MK22FN128xxx10,K22FN128M10,,Cortex-M4F,100,24,128,128,,,,0x00000000,1,128,4,2048,8,0x400,16,,,,,,,,8192,0x1FFFE000,16384,0x20000000
K,K2x,K22,K22_100,MK22FN128VMP10,M,K22,F,N,128,128,,V,-40,105,MP,64,MAPBGA,10,100,,MK22F12810,MK22FN128xxx10,K22FN128M10,,Cortex-M4F,100,24,128,128,,,,0x00000000,1,128,4,2048,8,0x400,16,,,,,,,,8192,0x1FFFE000,16384,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VLH12,M,K22,F,N,1M0,1024,,V,-40,105,LH,64,LQFP,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VLK12,M,K22,F,N,1M0,1024,,V,-40,105,LK,80,LQFP,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VLL12,M,K22,F,N,1M0,1024,,V,-40,105,LL,100,LQFP,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VLQ12,M,K22,F,N,1M0,1024,,V,-40,105,LQ,144,LQFP,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VMC12,M,K22,F,N,1M0,1024,,V,-40,105,MC,121,MAPBGA,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN1M0VMD12,M,K22,F,N,1M0,1024,,V,-40,105,MD,144,MAPBGA,12,120,,MK22F12,MK22FN1M0xxx12,K22FN1M0M12,,Cortex-M4F,120,128,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN256VDC12,M,K22,F,N,256,256,,V,-40,105,DC,121,XFBGA,12,120,,MK22F25612,MK22FN256xxx12,K22FN256M12,,Cortex-M4F,120,48,256,256,,,,0x00000000,1,256,4,2048,8,0x400,16,,,,,,,,16384,0x1FFFC000,32768,0x20000000
K,K2x,K22,K22_120,MK22FN256VLH12,M,K22,F,N,256,256,,V,-40,105,LH,64,LQFP,12,120,,MK22F25612,MK22FN256xxx12,K22FN256M12,,Cortex-M4F,120,48,256,256,,,,0x00000000,1,256,4,2048,8,0x400,16,,,,,,,,16384,0x1FFFC000,32768,0x20000000
K,K2x,K22,K22_120,MK22FN256VLL12,M,K22,F,N,256,256,,V,-40,105,LL,100,LQFP,12,120,,MK22F25612,MK22FN256xxx12,K22FN256M12,,Cortex-M4F,120,48,256,256,,,,0x00000000,1,256,4,2048,8,0x400,16,,,,,,,,16384,0x1FFFC000,32768,0x20000000
K,K2x,K22,K22_120,MK22FN256VMP12,M,K22,F,N,256,256,,V,-40,105,MP,64,MAPBGA,12,120,,MK22F25612,MK22FN256xxx12,K22FN256M12,,Cortex-M4F,120,48,256,256,,,,0x00000000,1,256,4,2048,8,0x400,16,,,,,,,,16384,0x1FFFC000,32768,0x20000000
K,K2x,K22,K22_120,MK22FN512VDC12,M,K22,F,N,512,512,,V,-40,105,DC,121,XFBGA,12,120,,MK22F51212,MK22FN512xxx12,K22FN512M12,TWR-K22F120M,Cortex-M4F,120,128,512,512,,,,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN512VLH12,M,K22,F,N,512,512,,V,-40,105,LH,64,LQFP,12,120,,MK22F51212,MK22FN512xxx12,K22FN512M12,FRDM-K22F,Cortex-M4F,120,128,512,512,,,,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FN512VLL12,M,K22,F,N,512,512,,V,-40,105,LL,100,LQFP,12,120,,MK22F51212,MK22FN512xxx12,K22FN512M12,,Cortex-M4F,120,128,512,512,,,,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FX512VLH12,M,K22,F,X,512,512,,V,-40,105,LH,64,LQFP,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FX512VLK12,M,K22,F,X,512,512,,V,-40,105,LK,80,LQFP,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FX512VLL12,M,K22,F,X,512,512,,V,-40,105,LL,100,LQFP,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
